RegExTimes AutomataTimes FlexTimes
63671400 49943900 18130300
63685300 49956500 18135600
63700700 49967800 18138700
63714500 49980500 18142600
63729500 49991500 18146500
63747600 50006900 18152300
63771300 50031200 18160300
63785500 50042500 18164400
63802300 50054100 18168400
63837700 50067300 18172300
63863100 50080400 18175600
63877800 50090500 18178900
63894700 50107200 18184300
63913700 50120800 18190600
63928200 50139100 18195300
63942200 50149500 18200800
63955900 50160000 18205500
63970800 50169900 18209400
63995700 50191200 18216800
64010400 50203400 18219800
64027300 50217900 18225800
64043700 50232900 18231000
64060200 50281200 18238900
64078400 50316300 18284800
64092700 50337000 18289600
64108600 50364500 18295300
64124000 50383200 18299600
64144900 50413100 18307300
64161200 50434100 18313000
64199600 50466600 18321100
64216300 50487800 18326200
64232900 50510000 18331900
64247000 50524100 18335900
64262100 50537900 18341100
64284700 50567700 18347600
64300800 50592300 18352300
64315700 50607200 18356100
64341000 50630700 18362200
64373300 50653400 18367000
64775700 50697900 18381000
64853600 50731100 18387400
64901600 50753400 18391900
64930300 50768500 18395900
64968400 50793600 18401700
65008600 50823400 18409100
65037400 50884600 18415400
65064500 50900000 18420200
65084500 50911200 18425500
65109200 50925400 18431100
65145200 50939300 18437000
65176100 50950200 18442300
65206500 50960900 18445800
65248000 50975400 18452400
65275400 50990100 18459800
65292400 51002000 18463600
65316300 51015200 18469500
65335200 51030300 18475600
65353600 51040800 18479600
65372000 51055100 18486000
65389400 51065800 18491600
65405900 51076400 18494800
65425600 51089400 18499800
65439800 51100400 18504100
65455600 51111500 18507900
65486500 51122000 18511100
65507500 51134100 18515600
65524000 51147600 18520700
65556700 51175200 18533000
65593700 51189700 18537600
65615700 51200800 18541000
65635800 51213100 18546900
65655100 51226600 18553800
65685100 51240300 18560500
65703600 51253400 18564200
65717500 51264100 18566400
65735900 51275100 18569100
65750500 51286000 18571400
65766700 51299100 18575600
65792700 51320100 18583500
65806800 51331800 18585500
65820600 51342300 18587800
65834500 51353000 18590700
65850600 51365400 18594000
65864600 51376400 18596700
65878600 51387100 18599400
65895000 51400600 18602500
65908800 51411300 18605100
65922700 51422300 18607300
65939000 51434100 18610500
65953000 51444800 18613700
65969800 51458600 18617200
65985600 51472600 18620600
66000000 51483300 18623300
66015900 51494100 18625700
66032300 51507100 18629200
66046000 51518200 18631500
66068700 51534600 18636200
66083500 51545600 18639200
66097100 51556300 18641900
66113600 51570700 18645500
66129700 51585200 18650000
66145000 51596200 18652700
66160600 51610700 18657200
66174400 51621400 18659600
66188300 51632000 18662700
66204000 51645000 18666200
66220800 51656000 18669400
66239900 51670400 18672800
66254400 51681000 18675900
66271200 51694200 18679800
66292600 51711200 18683200
66308800 51723900 18686300
66329200 51740800 18690700
66344600 51757400 18693800
66361700 51769900 18697000
66380700 51784800 18700200
66407300 51820000 18707600
66424100 51833400 18710400
66438600 51843900 18713300
66452300 51854000 18715800
66477200 51866600 18719800
66493900 51876900 18722200
66509700 51887000 18724400
66524800 51897700 18727900
66544900 51911400 18731800
66572300 51936700 18740200
66585800 51948200 18742500
66605600 51962800 18746200
66622100 51975900 18752700
66637200 51986400 18758300
66650900 51996400 18766500
66666800 52009000 18770900
66680500 52019100 18773800
66702900 52032700 18777500
66805100 52045700 18780800
66840000 52060200 18784700
66866300 52070600 18786800
66896400 52083300 18790400
66926300 52098200 18795100
66948200 52108500 18797600
66974500 52118700 18800700
67001500 52130900 18804600
67032400 52144100 18807800
67052500 52154800 18810400
67076700 52165500 18813100
67097300 52175700 18816000
67126500 52188300 18819700
67153400 52201000 18823100
67177900 52216700 18828800
67202300 52227600 18831400
67237800 52242200 18835700
67258700 52253400 18838500
67280600 52266800 18841600
67304100 52279000 18844900
67325700 52292900 18848500
67355300 52305700 18851400
67392800 52319700 18855200
67429700 52335000 18860400
67452000 52350700 18864500
67467600 52361200 18866500
67481300 52371500 18869300
67495000 52381300 18871600
67510900 52395000 18875200
67527000 52407700 18878100
67543100 52421900 18882600
67559300 52435700 18886700
67574400 52447200 18888800
67592000 52462700 18893600
67605800 52473000 18895900
67619400 52483000 18898200
67635700 52496000 18901900
67655100 52508400 18905200
67681700 52518400 18907900
67699400 52532000 18911700
67713400 52542100 18914600
67733500 52556900 18918200
67747900 52566600 18921100
67764100 52579800 18924800
67780200 52591000 18928400
67794800 52601800 18932300
67816400 52619200 18936800
67832300 52632900 18939600
67848300 52647100 18943800
67864200 52694300 18946500
67884000 52715000 18950600
67900300 52727300 18953700
67916300 52741600 18957500
67932200 52753700 18961300
67949900 52768500 18966000
67963500 52779100 18968700
67995200 52809500 18978300
68009300 52821500 18981300
68025900 52835900 18985200
68041700 52850300 18989900
68057700 52864900 18993600
68079800 52878400 18997400
68096000 52896500 19001000
68110200 52908500 19004400
68123800 52919700 19007800
68137500 52930300 19010300
68152700 52941600 19013000
68168700 52955700 19017000
68182600 52967500 19020400
68206300 52992800 19026700
68219800 53005400 19029600
68233600 53016500 19032300
68249900 53032200 19036700
68263700 53042500 19039300
68286800 53062300 19044000
68305100 53075500 19046400
68321400 53090900 19051400
68336600 53102000 19057500
68350500 53112200 19060600
68364500 53122700 19063000
68378400 53132900 19065300
68395100 53144900 19068900
68409200 53155200 19070700
68423200 53165200 19073700
68438000 53175700 19076700
68454300 53188400 19080200
68474300 53206400 19094700
68488300 53216700 19098100
68509900 53230900 19102200
68538800 53241900 19105200
68559900 53252600 19107900
68581400 53263300 19110500
68600800 53273600 19112900
68637400 53291000 19117200
68708400 53301500 19119300
68741500 53317500 19123900
68764900 53332300 19128400
68785400 53342800 19131300
68813700 53360900 19134800
68838700 53376200 19139000
68857400 53386800 19142100
68876000 53397000 19145400
68897300 53410800 19149400
68917600 53421400 19152100
68938700 53435000 19155800
68956900 53445200 19158200
68992300 53468300 19164600
69010500 53479400 19168000
69033000 53492100 19171700
69054900 53507900 19176100
69081800 53521300 19179300
69100200 53531700 19182000
69118600 53542100 19184900
69140800 53555600 19189300
69159900 53570200 19191800
69206300 53586600 19196600
69225900 53597300 19199600
69249800 53609600 19203100
69268700 53620000 19205600
69287100 53630100 19208100
69305200 53640700 19210700
69327000 53657200 19215600
69351300 53671100 19219500
69370500 53681800 19222500
69392100 53692900 19225200
69418000 53706000 19229000
69456500 53729100 19235200
69475000 53740800 19237500
69493500 53751200 19239800
69512200 53761900 19242400
69530400 53772200 19244600
69548400 53782800 19247600
69569100 53793500 19250100
69588600 53803700 19252600
69612100 53818400 19255700
69636900 53837100 19260300
70258700 53851300 19265300
70287900 53861700 19268500
70329600 53871900 19271700
70364500 53886100 19275300
70389300 53898600 19278100
70411900 53911800 19281000
70434700 53924400 19283900
70458000 53936600 19287300
70476800 53947000 19289800
70499700 53961700 19294000
70519000 53972200 19296600
70541900 53986400 19300200
70562000 53996900 19302500
70582900 54007100 19304600
70606800 54021000 19308400
70640200 54035100 19312100
70665400 54049100 19316200
70689200 54061700 19319400
70710300 54072400 19322400
70734100 54085000 19325900
70769900 54099100 19330000
70794600 54110700 19333400
70815000 54120700 19336000
70835400 54130900 19338700
70867700 54146700 19342400
70888300 54158000 19345400
70911900 54171800 19353700
70934100 54185800 19362400
70963900 54205500 19373400
70984700 54216200 19377300
71010900 54228700 19381600
71030900 54239200 19384400
71051600 54249500 19386300
71080100 54264200 19390700
71099300 54274400 19392800
71119900 54284600 19395200
71151300 54297900 19398800
71169900 54311800 19402400
71185700 54322600 19405400
71199900 54332800 19407700
71218300 54346300 19411300
71232200 54356500 19413700
71248500 54368900 19417600
71262400 54379200 19420200
71276100 54389300 19422600
71292100 54401900 19425900
71310200 54414300 19429400
71327200 54430400 19435000
71341200 54440800 19437600
71354900 54451000 19439500
71369100 54461400 19441900
71400300 54482100 19446800
71416700 54580700 19451100
71437000 54606400 19455200
71452400 54622100 19457700
71466700 54634900 19460800
71487500 54657100 19464700
71506700 54675000 19468800
71529000 54690400 19471400
71638700 54703400 19474100
71665200 54718100 19477200
71690700 54730800 19479900
71713600 54744500 19482700
71750700 54768200 19487000
71780500 54786500 19490600
71802800 54799900 19493100
71827900 54817800 19496600
71857300 54832700 19500100
71886600 54849000 19503600
71910100 54861000 19505900
71938800 54878700 19509600
71963400 54893600 19512400
71989400 54909900 19516200
72011300 54923000 19519200
72032300 54935700 19522700
72061400 54952900 19526000
72081300 54966300 19529000
72103800 54980800 19531700
72124700 54992700 19534000
72146000 55005100 19536400
72175600 55028800 19541300
72196300 55042800 19544600
72217700 55055300 19547700
72256200 55074200 19550400
72290900 55088500 19553400
72323500 55103100 19556600
72365700 55493500 19560800
72395800 55522500 19563900
72426100 55543400 19566200
72463000 55568900 19569700
72495800 55582900 19572300
72569300 55596000 19574800
72601900 55611500 19578000
72620300 55628600 19580400
72648500 55641000 19583100
72680500 55665900 19586400
72705700 55692300 19595300
72723300 55707900 19599500
72742200 55729600 19603200
72763000 55746700 19606800
72781800 55768800 19611000
72799900 55790000 19614000
72816000 55810200 19619100
72829600 55825100 19621900
72860500 55867900 19633800
72876800 55884700 19637500
72890600 55918200 19640300
72905800 55975100 19643100
72920200 55993600 19649600
72936100 56014000 19658500
72952800 56079300 19665400
72966700 56099600 19668400
72980300 56113200 19671200
72996400 56128900 19674800
73010100 56143100 19677800
73026300 56160300 19682600
73040200 56173500 19685100
73064300 56204200 19697000
73080800 56227800 19700800
73096100 56239000 19703700
73109800 56251900 19706800
73134200 56282100 19713400
73152900 56302300 19717300
73169600 56319600 19720900
73187700 56340800 19725700
73201900 56354400 19728300
73225300 56384300 19733800
73241100 56406400 19736800
73255400 56421700 19739900
73272200 56440400 19743600
73286000 56455500 19745900
73300300 56470200 19748700
73325400 56506900 19754800
73341600 56529700 19758500
73357900 56552800 19763000
73371500 56566500 19765900
73398600 56684400 19769900
73414700 56799400 19773500
73430200 56813900 19776600
73444500 56825600 19778800
73458600 56837000 19781500
73531400 56849900 19784300
73563100 56873100 19788900
73592600 56886800 19791400
73612800 56904400 19795000
73627500 56918700 19798200
73641200 56932500 19800500
73654800 56945300 19802800
73671400 56961300 19805200
73687400 56983400 19809500
73701500 56995500 19812600
73717800 57014100 19816600
73738800 57031700 19820900
73755300 57047100 19824200
73771600 57066700 19827700
73791700 57086400 19832000
73807200 57098900 19834500
73821100 57112200 19837800
73834800 57126100 19840100
73848500 57146600 19843000
73862200 57163500 19845700
73877700 57176900 19848500
73891600 57191500 19850900
73905600 57204500 19853800
73920000 57217700 19856500
73933900 57228900 19859400
73949700 57244500 19862600
73971400 57266800 19867100
73989000 57280700 19870400
74011900 57300900 19875700
74025900 57313000 19877800
74041200 57326900 19880400
74055900 58526000 19883400
74073900 58549700 19886200
74087800 58565400 19888600
74104300 58581300 19890900
74118200 58595400 19893200
74132000 58610100 19895800
74148400 58630800 19899800
74169400 58654200 19903700
74186200 58673900 19906700
74209700 58701700 19911800
74230100 58719500 19916500
74244800 58733400 19919800
74261500 58747700 19923600
74276300 58761000 19926400
74291900 58774400 19928500
74307100 58788700 19931500
74328500 58801400 19934300
74382700 58820400 19937800
74411600 58832800 19940300
74443400 58844800 19943300
74465300 58857300 19947400
74540500 58871600 19951800
74633400 58926500 19968700
74675900 59096300 19973600
74757000 59119200 19979000
74808800 59131700 19981600
74866500 59142800 19984000
74911500 59153500 19985900
74938800 59164400 19988500
74967800 59179000 19992500
74991000 59189500 19994600
75016900 59203300 19997900
75045400 59218700 20000300
75077600 59235300 20003900
75103500 59250600 20008600
75123600 59264600 20010800
75143800 59345300 20013400
75167100 59367100 20019900
75191100 59392900 20026100
75216300 59416200 20032000
75238200 59437200 20036400
75257800 59457700 20041500
75277900 59477900 20045600
75297100 59498700 20049400
75321300 59524100 20055500
75344900 59551300 20062900
75368600 59573200 20067900
75390700 59593800 20073300
75555300 59645300 20085000
75590200 59669700 20091100
75616900 59687900 20095200
75639200 59706400 20099600
75661100 59727300 20104200
75687100 59742300 20109200
75710000 59761800 20116100
75744800 59796700 20124400
75771800 59860000 20130100
75804500 59884600 20135200
75827400 59905600 20139500
75849200 59918400 20143900
75876100 59940000 20151300
75900900 59957100 20158400
75924800 59972500 20163400
75947500 59984500 20166600
76006500 60018000 20178900
76027700 60030900 20183300
76048100 60042700 20187400
76071100 60055200 20191200
76095500 60068200 20195500
76121300 60083300 20201300
76143400 60094900 20205300
76170000 60117600 20211900
76192400 60131200 20215600
76213500 60144000 20220300
76245800 60156300 20225200
76267000 60168900 20229900
76311200 60191700 20237400
76346800 60210300 20244100
76368300 60222400 20247700
76389700 60234800 20252300
76414400 60254100 20259000
76438800 60269100 20265200
76462200 60289300 20273900
76484700 60302400 20277500
76505600 60315300 20281400
76532700 60328800 20285600
76594100 60345500 20291100
76655000 60360900 20296400
76704300 60379700 20303200
76730700 60393600 20307200
76772800 60429500 20317400
76797100 60444800 20320900
76823200 60463600 20326700
76846700 60494900 20329700
76872800 60518600 20336700
76900000 60530600 20341300
76919800 60542300 20344600
76961200 60557300 20350500
76989300 60571100 20356000
77010700 60581800 20360100
77039600 60599500 20366900
77065700 60611000 20370900
77096000 60624200 20377100
77120900 60638700 20382300
77144600 60653200 20388800
77167500 60664500 20391200
77191600 60677700 20396700
77212200 60688700 20402100
77238400 60703400 20407500
77276000 60714400 20411300
77384200 60733600 20417800
77412700 60745400 20422000
77437600 60757000 20424100
77465300 60771700 20428300
77493100 60783300 20431400
77515100 60794700 20434700
77556700 60820700 20450000
77583300 60835200 20453600
77604900 60846400 20455600
77629800 60858000 20457900
77653500 60870800 20461400
77678400 60883800 20465000
77704500 60896500 20467700
77733000 60912000 20471600
77757000 60929600 20476900
77780600 60942400 20479600
77803000 60953400 20481600
77841000 60977300 20488100
77868000 60994400 20492300
77893900 61009600 20496200
77918900 61021100 20499100
78070700 61070300 20501100
78495900 61119600 20510300
78636400 61135700 20513300
78663400 61146600 20515800
78686000 61157200 20518300
78727400 61174200 20523800
78752400 61185200 20526400
78782300 61197700 20529600
78812100 61212100 20533100
78836200 61223500 20535900
78863500 61237100 20539500
78890100 61248100 20542000
78911000 61258700 20545200
78930900 61269400 20547500
78956000 61284200 20551900
78982100 61294900 20554400
79010000 61310100 20558600
79036400 61321300 20561000
79059700 61335700 20564900
79087400 61347000 20568300
79111500 61357500 20571100
79134900 61368100 20573800
79163700 61381900 20577900
79190700 61397900 20580400
79222100 61415600 20584800
79328700 61426200 20586700
79361500 61438700 20590300
79381300 61450000 20593100
79403000 61461300 20595700
79421800 61471900 20598300
79445700 61483900 20601800
79465600 61494500 20604800
79486300 61505000 20607600
79529700 61526500 20613100
79553300 61539700 20616100
79576500 61607700 20619000
79596500 61628300 20621300
79636200 61671200 20624100
79662700 61700400 20626500
79687800 61738100 20629300
79709400 61758000 20631900
79734800 61780900 20635600
79768400 61801800 20639400
79803500 61828100 20642800
79829100 61886900 20646000
79851900 63781000 20648600
79878700 63801700 20651900
79905100 63824200 20655500
79933100 63840200 20659100
79970600 63888200 20681600
79993200 63904400 20686300
80044700 65304000 20692200
80071300 65347000 20702000
80091000 65361300 20705200
80112300 65378600 20709200
80148200 65415700 20717000
80170200 65437000 20720800
80203800 65460500 20726400
80227000 65479400 20730200
80250000 65494000 20733700
80269500 65507400 20739000
80292400 65524100 20744100
80315400 65655000 20748300
80341600 65679900 20751500
80362100 65694900 20754700
80386500 65710700 20758500
80407000 65726300 20761200
80439400 65746500 20765700
80459600 65758900 20768200
80484000 65778600 20772600
80504500 65791700 20775300
80527300 65805000 20777800
80551000 65821400 20780800
80574500 65837600 20784300
80598200 65850200 20787800
80620700 65862800 20790500
80644400 65878300 20793600
80668500 65892900 20796900
80696500 65909400 20800900
80720100 65923100 20803600
80739100 65958800 20806000
80839400 65979700 20809300
80870800 66007100 20813300
80895000 66025600 20816600
80919000 66040600 20819100
80949400 66061600 20823200
80975100 66080800 20827000
81011400 66108800 20832400
81038200 66124700 20835400
81058300 66136900 20838500
81082200 66149900 20840800
81107700 66162700 20843500
81134400 66182900 20847900
81158400 66200500 20851600
81183900 66216000 20854900
81203900 66228300 20857800
81225700 66240300 20859900
81271700 66274600 20867800
81310400 66318900 20874800
81331700 66332900 20877100
81354200 66345200 20878900
81383200 66364600 20882400
81409300 66381200 20886000
81439400 66397400 20889700
81468400 66416800 20893800
81489800 66429200 20897300
81514500 66444800 20901400
81541200 66457900 20904200
81567400 66477000 20908400
81590900 66488900 20911100
81616800 66502600 20913300
81649700 66521400 20917400
81680800 66534500 20919800
81716500 66552000 20922900
81776600 66583800 20930200
81830600 66611700 20935500
81855600 66628400 20938900
81874500 67589100 20941600
81908100 67639800 20946500
81930800 67719300 20949400
81952200 67910500 20953500
81971700 67928200 20956400
81990500 67940800 20959400
82013700 67957400 20962900
82051000 67978200 20967000
82077200 67992700 20970200
82096100 68004400 20972200
82114700 68016700 20975200
82188900 68039600 21012000
82208200 68053000 21016400
82243700 68072600 21022600
82269300 68084300 21025000
82287000 68099400 21028900
82301600 68111500 21031700
82318000 68127700 21035200
82333800 68143700 21038800
82347500 68155800 21042300
82364500 68171000 21045000
82381600 68185100 21048500
82419100 68209600 21053500
82450500 68221100 21056600
82469900 68238500 21060900
82489800 68256500 21065100
82506000 68272700 21068700
82531000 68285100 21071100
82555000 68307000 21074100
82570800 68322100 21077200
82587400 68340300 21081400
82602800 68352800 21084400
82619000 68367300 21087400
82635100 68383500 21091100
82661000 68395800 21094000
82694600 68411100 21097300
82727200 68426800 21100800
82752500 68443500 21105000
82769600 68463400 21110500
82785700 68485200 21115800
82799800 68497900 21118300
82820000 68516800 21121500
82835200 68530900 21124100
82853100 68548300 21127900
82867000 70674700 21130800
82888100 70706800 21135300
82904300 70734100 21139300
82920600 70753300 21143400
82949100 70784200 21150400
82970800 70810200 21155700
82988500 70827000 21159000
83004900 70842100 21162100
83018800 70855000 21165200
83033000 70868000 21167300
83046800 70880300 21170100
83067800 70901400 21174400
83090600 70926600 21180200
83104600 70940000 21182400
83118700 70952200 21184900
83136400 70966800 21188500
83151600 70979600 21191600
83166800 70990700 21194500
83188400 71009000 21199000
83215400 71036200 21207500
83229700 71048800 21211100
83243700 71059800 21213800
83260300 71073800 21217500
83274300 71111300 21220300
83290800 71134100 21224200
83307300 71148800 21228000
83323600 71163400 21231500
83340500 71174800 21234500
83354800 71402500 21237000
83372600 71443900 21241100
83388700 71466600 21244900
83402500 71479500 21247800
83417500 71493400 21251400
83434500 71511800 21254600
83449400 71526300 21257300
83466100 71570100 21260700
83480500 71602800 21263600
83496900 71625400 21267000
83527900 71650200 21271200
83545000 71666600 21274500
83567000 71685300 21278100
83584100 71699000 21280200
83600500 71717100 21284200
83692200 71737600 21289000
83721300 71752500 21291900
83747100 71764700 21295200
83769200 71781500 21299400
83786300 71799400 21303300
83802900 71819200 21311800
83818700 71850300 21317100
83837700 71868800 21323300
83853800 71889500 21328400
83872400 71906900 21332600
83886200 71920200 21335700
83903000 71935400 21338400
83916800 71947500 21340800
83930800 71959800 21342800
83947500 71976600 21346900
83962000 71989300 21349500
83975900 72001500 21352300
84002000 72027700 21357600
84018900 72042600 21361000
84038500 72062500 21365300
84055400 72080200 21369300
84072200 72097700 21373700
84089000 72117500 21379100
84106500 72134100 21382500
84141800 72162800 21389800
84158900 72179400 21392300
84182600 72200100 21396800
84196800 72213300 21399500
84213400 72230200 21403000
84229300 72244700 21406600
84245600 72259200 21409700
84269300 72288000 21415400
84284500 72301700 21417800
84300900 72318600 21422100
84317300 72338000 21426200
84333600 72354000 21429300
84347600 72365600 21431700
84364000 72380400 21435100
84386100 72462400 21440000
84401500 72477800 21442700
84416600 72490800 21445000
84446100 72502400 21448000
84483700 72520100 21450600
84508600 72533100 21454100
84529100 72544100 21456600
84556400 72560200 21460400
84585800 72577100 21464200
84619400 72597800 21468900
84643100 72611100 21471200
84669500 72625500 21474600
84690600 72638200 21476800
84712400 72650200 21479500
84733200 72661000 21481900
84758600 72677300 21485600
84785600 72691600 21488400
84815400 72710700 21492300
84839100 72728000 21495100
84866600 72748000 21499500
84908500 72759100 21502400
84933400 72770700 21505400
84969500 72790800 21509500
85002200 72814400 21512700
85031400 72833500 21515900
85053600 72845700 21519200
85078900 72863200 21523000
85111000 72879100 21525800
85143100 72895700 21529100
85170300 72911100 21532000
85193000 72924500 21535000
85219600 72939200 21538600
85245000 72952300 21542100
85267800 72963900 21545100
85290600 72990700 21546800
85327300 73021700 21551600
85354600 73042200 21556300
85403300 73064100 21561400
85421700 73076400 21563600
85436400 73088300 21566300
85465500 73100100 21569500
85494200 73113800 21573100
85544000 73126200 21575800
86484400 73138000 21578400
86517300 73149500 21580200
86540900 73161400 21583300
86569800 73178900 21587600
86596700 73195100 21591600
86622900 73211600 21595400
86648600 73227800 21598700
86674400 73243400 21602700
86700500 73257500 21606100
86726000 73274600 21610300
86752100 73290800 21614300
86775900 73304500 21623100
86812400 73348200 21630500
86841500 73365900 21634300
86866900 73383900 21638300
86890800 73397800 21641100
86917100 73414000 21645100
86984400 73432400 21648700
87087900 73445000 21651100
87112800 73456900 21653400
87137700 73472200 21656700
87159600 73483800 21659400
87321000 73498200 21662600
87371300 73518300 21666900
87400600 73535100 21670200
87423200 73547400 21672600
87444600 73558900 21675400
87484700 73601000 21679400
87536000 73619500 21681200
87572400 73639900 21684700
87594800 73651700 21687000
87617000 73663000 21688900
87638400 73674000 21691200
87660700 73832600 21693800
87712400 73854500 21697000
87741600 73865600 21699300
87766300 73879400 21702500
87792300 73896000 21705900
87815600 73911100 21709300
87917900 73923900 21711800
87944700 73935000 21715100
87978100 73947200 21718700
88042000 73957700 21721500
88070300 73976200 21725700
88092400 73987100 21728300
88118200 74004300 21732800
88163100 74544600 21740600
88185600 74559300 21743500
88208300 74571100 21746600
88230700 74582800 21749100
92797200 74601700 21752900
92900000 74613400 21755900
93018200 74631000 21759200
93062100 74643200 21761800
93103100 74655400 21765200
93143400 74667600 21768400
93178300 74680200 21771500
93222000 74692600 21774200
93259300 74704400 21776500
93294700 74716200 21779800
93340000 74732200 21782800
93440100 74748700 21786500
93507900 74762700 21790000
93998800 74778400 21793300
94062700 74794700 21796300
94181100 74807000 21798400
94213100 74819100 21801200
94297100 74840700 21806200
94331000 74852700 21808800
94368600 74867300 21812300
94400400 74885500 21816700
94417800 74926100 21819300
94432100 74942400 21822400
94449000 74963100 21825700
94462900 74976400 21828500
94476800 74991500 21831100
94503300 75008900 21835400
94519300 75025800 21839200
94556500 75050400 21843900
94572700 75066100 21847900
94589100 75087500 21852700
94610100 75108200 21856900
94624500 75119500 21859400
94644900 75134900 21862900
94659900 75145600 21865900
94674100 75158400 21868000
94688300 75172500 21870600
94721400 75204600 21877200
94737100 75219100 21880000
94752300 75232900 21882800
94766900 75245000 21885000
94781800 75257000 21888000
94796900 75269500 21891400
94813600 75282500 21894100
94828900 75328600 21905400
94848100 75349100 21909000
94867500 75367600 21912200
94883500 75383700 21923300
94907300 75399500 21928700
94947000 75416900 21935300
94974400 75447400 21938600
94996300 75468500 21942400
95013500 75486400 21946700
95029000 75505600 21949400
95042800 75516500 21951600
95059400 75531300 21954500
95078000 75549100 21958900
95094300 75605200 21962600
95108500 75619400 21965100
95138700 75651600 21973500
95153600 75663400 21977000
95167800 75676400 21980500
95185300 75698500 21984200
95201300 75711700 21987000
95215900 75724100 21989500
95230500 75736900 21992100
95246900 75753600 21995300
95263400 75773200 21999300
95278300 75787300 22002700
95293000 75802200 22005300
95307500 75817000 22007600
95322500 75831000 22010200
95343000 75849700 22013600
95361100 75869200 22017400
95378900 75888600 22020700
95408600 75925300 22027900
95428700 75941600 22030400
95463300 75958600 22034100
95495100 75983700 22038100
95531700 76007100 22042500
95560600 76028600 22045600
95593200 76052600 22050200
95623100 76069100 22053700
95653900 76087900 22057100
95678900 76101400 22059500
95711400 76116700 22062900
95791300 76132000 22066100
95833700 76152900 22070400
95866100 76172200 22073600
96065900 76188000 22076000
96092500 76202400 22079100
96159800 76234500 22083800
96185600 76247500 22086200
96214900 76264800 22089500
96239300 76279100 22092600
96287000 76321000 22095600
96322000 76342200 22099400
96345700 76355100 22102200
96366900 76366100 22105100
96392400 76383100 22109200
96434800 76410300 22115900
96489200 76430100 22119500
96519600 76442600 22122400
96545500 76564400 22125700
96569000 76581600 22128300
96620400 76595700 22131600
96649400 76610500 22135500
96675900 76626000 22139000
96696400 76636900 22142000
96722100 76649100 22144600
96771000 76667100 22148200
96798600 76679200 22150600
96821200 76689900 22152800
96846900 76700800 22154900
96876400 76717700 22159800
96900100 76728500 22162300
96925000 76739200 22164700
96953200 76754000 22168600
96981000 76765000 22171500
97004500 76775800 22174200
97038900 76797300 22178700
97072700 76814900 22182000
97099800 76828600 22184500
97121300 76839900 22187000
97148300 76855200 22190100
97174400 76868500 22192600
97200900 76884900 22195100
97224500 76899900 22197900
97258800 76919900 22202000
97282300 76934500 22204100
97307100 76949900 22206500
97337700 76985100 22210800
97361900 77025500 22214000
97385600 77039600 22216800
97414300 77072600 22366700
97437300 77085700 22372800
97470000 77102600 22379900
97502200 77121100 22387000
97558100 77154600 22403000
97583900 77167500 22405700
97610600 77185900 22409600
97647300 77205700 22414100
97670800 77216600 22416900
97694200 77229300 22420100
97716300 77242900 22422500
97738100 77254300 22425700
97764700 77265100 22427800
98031900 77276100 22430900
98088400 77302400 22439300
98112300 77314100 22442500
98150700 77333800 22447400
98176300 77349300 22451200
98199700 77363200 22454100
98229200 77414100 22460300
98254700 77428000 22465700
98279900 77441000 22468200
98304400 77454400 22473900
98327400 77465000 22476700
98348000 77475100 22478900
98369300 77486400 22482400
98390100 77496700 22485500
98875300 77507400 22488300
98923800 77528300 22493700
98955400 77544900 22497400
98983500 77558800 22501500
99017400 77576400 22505300
99044200 77593000 22508400
99068700 77605300 22510600
99090500 77616200 22513600
99117000 77634800 22517500
99150600 77652000 22521500
99188800 77672400 22524800
99219800 77688000 22528100
99247800 77704800 22532000
99270100 77715500 22534600
99296400 77728200 22539700
99318400 77741900 22542400
99340900 77753900 22545100
99370700 77770400 22549100
99397000 77782800 22552600
99419100 77793900 22555400
99444000 77804900 22558900
99467200 77819100 22561900
99512600 77850100 22571500
99546100 77870800 22576000
99573100 77885500 22579600
99595600 77899500 22583400
99618100 77911200 22586800
99646500 77924900 22590600
99673100 77942000 22594000
99697500 77954200 22596300
99801600 77972300 22600100
99845500 77998800 22608100
99867900 78013200 22610500
99897400 78026800 22613900
99922000 78039100 22616700
99949700 78054300 22626300
99999000 78081100 22635300
100021000 78095200 22637800
100047500 78110200 22641200
100070400 78121800 22643500
100092600 78132700 22646000
100118800 78148800 22649300
100154500 78168700 22653800
100176900 78183700 22657500
100198600 78194100 22659900
100225100 78210000 22663400
100247200 78222700 22666100
100276600 78263000 22669200
100298200 78318100 22672400
100320600 78337500 22675300
100354500 78362600 22680400
100386100 78386300 22684500
100412400 78412300 22695100
100438600 78433100 22699700
100547000 78446300 22701900
100642400 78464600 22706300
100716800 78496300 22711200
100767300 78509000 22714200
100846400 78528400 22718200
100907000 78542600 22720500
100953500 78560300 22723600
100997700 78579600 22725600
101046600 78596100 22729300
101091400 78608100 22732000
101142900 78623000 22735000
101206800 78641300 22739100
101263500 78655800 22743100
101320400 78669900 22745500
101365800 78681500 22748100
101418700 78695700 22751200
101464200 78707400 22753800
101531700 78723200 22758000
101579600 78735400 22760100
101649200 78747000 22763000
101916800 78758800 22765200
101940900 78771200 22768400
101966300 78786700 22772600
101986700 78798400 22775200
102012800 78813500 22778300
102034000 78826200 22780900
102058800 78840100 22783900
102084900 78857800 22787600
102109900 78874500 22791400
102153300 78903800 22803500
102173900 78917600 22806500
102195200 78929300 22809600
102219100 78941600 22812500
102244500 78957800 22815700
102269600 78973800 22819800
102294900 78989000 22822500
102317300 79001200 22824700
102339500 79012500 22827600
102361500 79024500 22830400
102382600 79036000 22833300
102404600 79048300 22836500
102429200 79063000 22839200
